First_Inspection_Date,Type,Location,Posting_Date,Removal_Start,Removal_End,Tents,Structures,Bedrolls,Vehicles,72_Tents,72_ Structures,72_Bedrolls,72_Vehicles,Latitude,Longitude
5/24/2019,Obstruction,612 12th Ave S,n/a,5/24/2019,5/24/2019,2,1,2,0,2,1,2,0,"",""
5/24/2019,Obstruction,S McClellan St & 26th Ave S,"",5/24/2019,5/24/2019,,,,,,,,,"",""
5/25/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,5/25/2019,5/25/2019,0,1,4,0,0,1,4,0,"",""
5/25/2019,Obstruction,4th Ave & Yesler Way,n/a,5/25/2019,5/25/2019,0,0,1,0,0,0,1,0,"",""
5/25/2019,Obstruction,Albert Davis Park,n/a,5/25/2019,5/25/2019,2,0,0,0,2,0,0,0,"",""
5/25/2019,Obstruction,N 92nd & Aurora Ave,n/a,5/25/2019,5/25/2019,3,0,0,0,3,0,0,0,"",""
5/28/2019,Obstruction,Alaska Way S from Yesler Way to S Brandon St,"",5/28/2019,5/28/2019,,,,,,,,,"",""
5/28/2019,72-Hour Clean,Dearborn Ave S EB from I-5 NB on-ramp to Poplar PL S,5/31/2019,6/5/2019,6/5/2019,12,4,0,0,8,3,0,0,"",""
5/28/2019,Inspection,NE 125th St from 33rd Ave NE to 35th Ave NE,"","","",,,,,,,,,"",""
5/29/2019,Obstruction,3rd Ave S between S Holgate St. & S Massachusetts st.,"",5/29/2019,5/29/2019,,,,,,,,,"",""
5/29/2019,Emphasis Zone,4th Avenue at Royal Brougham Emphasis Zone,"","","",,,,,,,,,"",""
5/29/2019,Obstruction,Mary Ave NW & NW 85th St,n/a,5/29/2019,5/29/2019,5,0,0,0,5,0,0,0,"",""
5/29/2019,Obstruction,Occidental Ave S between S Edgar Martinez Drive & S Holgate St.,"",5/29/2019,5/29/2019,,,,,,,,,"",""
5/30/2019,Litter Pick,2nd Ave Ext & S Washington St,N/A,5/30/2019,5/30/2019,0,0,0,0,0,0,0,0,47°36'01.9,122°19'51.9
6/1/2019,Inspection,"1000 E PINE ST, SEATTLE, WA 98122","","","",,,,,,,,,1273909.041,228619.3027
6/1/2019,Inspection,"1247 15TH AVE E, SEATTLE, WA 98112",N/A,N/A,N/A,0,0,0,0,,,,,1275660.249,234060.2797
6/1/2019,Inspection,"1400 E PROSPECT ST, SEATTLE, WA 98112","","","",,,,,,,,,1275299.25,233426.4601
6/1/2019,Inspection,"211 14TH AVE E, SEATTLE, WA 98112","","","",,,,,,,,,1275106.275,229782.4884
6/1/2019,Inspection,"223 14TH AVE E, SEATTLE, WA 98112",,N/A,N/A,0,0,0,0,,,,,1275134.55,229899.096
6/1/2019,Inspection,"400 BROADWAY E, SEATTLE, WA 98102","","","",,,,,,,,,1273666.125,230521.7655
6/1/2019,Inspection,"501 E THOMAS ST, SEATTLE, WA 98102","","","",,,,,,,,,1272541.696,229963.0277
6/1/2019,Inspection,"526 14TH AVE E, SEATTLE, WA 98112","","","",,,,,,,,,1275186.05,231147.2446
6/1/2019,Inspection,"857 ALASKAN WAY S, SEATTLE, WA 98134","","","",,,,,,,,,1269669.37,220921.0792
6/1/2019,Inspection,"900 S KING ST, SEATTLE, WA 98104","","","",,,,,,,,,1273389.923,221835.8794
6/1/2019,Obstruction,Occident Ave S between S Walker St & S Stacey St,6/1/2019,6/1/2019,6/1/2019,2,0,0,0,,,,,47.587434,122°19'59.7
6/1/2019,Litter Pick,S Dearborn St I-5 NB & SB on/off ramp,"",6/1/2019,6/1/2019,0,0,0,0,,,,,47.595605,122°19'08.6
6/1/2019,Inspection,"S HOMER ST & CORSON AVE S, SEATTLE, WA","","","",,,,,,,,,1273180.111,204302.4262
6/1/2019,Litter Pick,Yesler Terrace Harborview emphasis zone,"",6/1/2019,6/1/2019,0,0,0,0,,,,,47°36'06.6,122°19'27.1
6/2/2019,Obstruction,10th & Dearborn,n/a,6/2/2019,6/2/2019,1,0,0,0,,,,,"",""
6/2/2019,Obstruction,1453 NW 53,6/2/2019,6/2/2019,6/2/2019,,,,,,,,,"",""
6/2/2019,Inspection,14th Ave NW & 49th Ave NW,"","","",5,0,0,0,,,,,"",""
6/2/2019,Inspection,"2038 NW 58TH ST, SEATTLE, WA 98107","","","",,,,,,,,,1258419.27,248651.0461
6/2/2019,Inspection,"2050 NW 57TH ST, SEATTLE, WA 98107","","","",,,,,,,,,1258406.561,248378.0121
6/2/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,6/2/2019,6/2/2019,0,1,5,0,,,,,"",""
6/2/2019,Inspection,"601 14TH AVE E, SEATTLE, WA 98112","","","",,,,,,,,,1275054.397,231316.0585
6/2/2019,Inspection,"626 14TH AVE E, SEATTLE, WA 98112","","","",,,,,,,,,1275229.569,231537.0234
6/2/2019,Litter Pick,Airport Way S & S Royal Brougham,"",6/2/2019,6/2/2019,0,0,0,0,,,,,"",""
6/2/2019,Obstruction,Burke Gilman Trail,n/a,6/2/2019,6/2/2019,0,1,0,0,,,,,"",""
6/2/2019,Obstruction,City Hall Park,n/a,6/2/2019,6/2/2019,0,0,7,0,,,,,"",""
6/2/2019,Obstruction,Freemont Canal Park,n/a,6/2/2019,6/2/2019,2,0,0,0,,,,,"",""
6/2/2019,Obstruction,Green Lake Park,N/A,6/2/2019,6/2/2019,1,0,0,0,,,,,"",""
6/2/2019,Obstruction,Woodland Park,N/A,6/2/2019,6/2/2019,0,0,1,0,,,,,"",""
6/3/2019,Obstruction,Meridian Playground,n/a,6/3/2019,6/3/2019,0,1,1,0,,,,,"",""
6/3/2019,Obstruction,NW 50th St. & 11th Ave NW,"",6/3/2019,6/3/2019,1,0,0,0,,,,,"",""
6/3/2019,Obstruction,NW 50th St. & 14th ave NW,"",6/3/2019,6/3/2019,1,0,0,0,,,,,"",""
6/3/2019,Obstruction,NW Dock Pl & Leary Way NW,"",6/3/2019,6/3/2019,1,0,0,0,,,,,"",""
6/3/2019,Obstruction,Yesler Way & 3rd Ave,6/3/2019,6/3/2019,6/3/2019,0,0,0,0,,,,,47°36'06.4,122°19'50.9
6/4/2019,Inspection,10730 Midvale Ave N,"","","",1,0,0,1,,,,,47°42'25.0,122°20'35.6
6/4/2019,Obstruction,26th Ave NW & NW Market St.,"",6/4/2019,6/4/2019,3,0,0,0,,,,,"",""
6/4/2019,Hazard,Greenspace between Lakeview Blvd E & i-5 NB,"",6/4/2019,6/4/2019,2,0,0,0,,,,,"",""
6/4/2019,Obstruction,NW 54th St. & 9th Ave NW,"",6/4/2019,6/4/2019,0,1,0,0,,,,,"",""
6/4/2019,Litter Pick,Shilshole Ave NW & 24th Ave NW,"",6/4/2019,6/4/2019,0,0,0,0,,,,,47°40'05.7,122°23'15.2
6/5/2019,Obstruction,11th and Olive St.,"",6/5/2019,6/5/2019,0,0,0,0,,,,,"",""
6/5/2019,Obstruction,130th & Aurora,"",6/5/2019,6/5/2019,0,1,0,0,,,,,"",""
6/5/2019,Obstruction,29th & King,"",6/5/2019,6/5/2019,1,1,0,0,,,,,"",""
6/5/2019,Litter Pick,33rd Ave NE between NE 125th and NE 130th,"",6/5/2019,6/5/2019,0,0,0,0,,,,,"",""
6/5/2019,72-Hour Clean,9th Ave NW & NW Leary RV clean,6/13/2019,6/18/2019,6/18/2019,3,0,0,2,0,0,0,0,"",""
6/5/2019,Obstruction,N 115th,"",6/5/2019,6/5/2019,0,1,0,0,,,,,"",""
6/5/2019,Obstruction,Stone ave N & N 117th St,"",6/5/2019,6/5/2019,1,1,0,0,,,,,"",""
6/6/2019,Obstruction,Ballard Commons,n/a,6/6/2019,6/6/2019,0,0,5,0,,,,,"",""
6/6/2019,Obstruction,Christie Park,n/a,6/6/2019,6/6/2019,0,1,0,0,,,,,"",""
6/6/2019,Inspection,Dearborn Cloverleaf,"","","",16,6,0,0,,,,,"",""
6/6/2019,Inspection,Dearborn Fingers,"","","",19,1,0,0,,,,,"",""
6/6/2019,Obstruction,North Acres Park,n/a,6/6/2019,6/6/2019,0,0,1,0,,,,,"",""
6/6/2019,72-Hour Clean,Occidental Ave S from S Horton St & S Lander St,6/7/2019,6/12/2019,6/12/2019,4,0,0,0,2,0,0,2,"",""
6/6/2019,Obstruction,Woodland Park,n/a,6/6/2019,6/6/2019,0,0,0,0,,,,,"",""
6/7/2019,Obstruction,2nd & Ext & S Washington St,6/7/2019,6/7/2019,6/7/2019,0,0,7,0,,,,,47°36'01.9,122°19'51.9
6/7/2019,Litter Pick,4th Ave under Yesler Way,"",6/7/2019,6/7/2019,0,0,0,0,,,,,47°36'06.7,122°19'45.0
6/7/2019,Obstruction,6th 7th Cherry & James,N/A,6/7/2019,6/7/2019,1,0,1,0,,,,,"",""
6/7/2019,72-Hour Clean,8th Ave S to Duwamish waterway from S Myrtle St to Duwamish waterway,6/7/2019,6/13/2019,6/13/2019,2,2,0,0,0,0,0,0,"",""
6/7/2019,Obstruction,Ballard Commons,n/a,6/6/2019,6/6/2019,0,0,5,0,,,,,"",""
6/7/2019,Obstruction,Denny Way & Wall St,6/3/2019,6/3/2019,6/7/2019,2,0,0,0,,,,,47°37'06.1,122°20'40.2
6/7/2019,Litter Pick,Elliott Bike Trail,"",6/7/2019,6/7/2019,0,0,0,0,,,,,47°35'28.7,122°20'13.6
6/7/2019,Obstruction,Jackson Golf Course,n/a,6/10/2019,6/10/2019,0,0,0,0,,,,,"",""
6/7/2019,Obstruction,Woodland Park,n/a,6/7/2019,6/7/2019,2,0,5,0,,,,,"",""
6/8/2019,Obstruction,10th & Dearborn,n/a,6/8/2019,6/8/2019,2,0,0,0,,,,,"",""
6/8/2019,Inspection,"1371 DENNY WAY, SEATTLE, WA 98109","","","",,,,,,,,,1271644.021,229152.0904
6/8/2019,Inspection,"2217 NW 57TH ST, SEATTLE, WA 98107","","","",,,,,,,,,1257966.375,248176.547
6/8/2019,Inspection,"2226 NW 56TH ST, SEATTLE, WA 98107","","","",,,,,,,,,1257807.002,248254.413
6/8/2019,Inspection,"2230 NW 57TH ST, SEATTLE, WA 98107","","","",,,,,,,,,1257855.723,248372.0539
6/8/2019,Inspection,"2444 NW MARKET ST, SEATTLE, WA 98107","","","",,,,,,,,,1256987.439,247873.4277
6/8/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,6/8/2019,6/8/2019,0,0,8,0,,,,,"",""
6/8/2019,Inspection,"3401 NW 54TH ST, SEATTLE, WA 98107","","","",,,,,,,,,1254138.625,247421.8595
6/8/2019,Obstruction,4th & Yesler Way,n/a,6/8/2019,6/8/2019,2,1,8,0,,,,,"",""
6/8/2019,Inspection,"5514 28TH AVE NW, SEATTLE, WA 98107","","","",,,,,,,,,1256273.626,247983.3426
6/8/2019,Obstruction,Ballard Commons,n/a,6/6/2019,6/6/2019,0,0,4,0,,,,,"",""
6/8/2019,Litter Pick,Harborview Emphasis Zone,"",6/8/2019,6/8/2019,0,0,0,0,,,,,47°36'06.6,122°19'27.1
6/8/2019,Obstruction,MLK Park,n/a,6/8/2019,6/8/2019,3,0,0,0,,,,,"",""
6/8/2019,Litter Pick,S Dearborn St & 10th Ave S,"",6/8/2019,6/8/2019,0,0,0,0,,,,,47°35'43.9,122°19'09.0
6/8/2019,Obstruction,Woodland Park,n/a,6/8/2019,6/8/2019,1,0,1,0,,,,,"",""
6/9/2019,Inspection,"701 4TH AVE, SEATTLE, WA 98104","","","",,,,,,,,,1270849.152,223920.1477
6/9/2019,Inspection,"800 ALASKAN WAY 800 ALASKAN/COMMUTER BUILDING, SEATTLE, WA 98104","","","",,,,,,,,,1269466.861,223360.4791
6/9/2019,Obstruction,Ballard Commons,N/A,6/9/2019,6/9/2019,1,0,0,0,,,,,"",""
6/9/2019,Obstruction,Ravenna Blvd,N/A,6/9/2019,6/9/2019,1,0,0,0,,,,,"",""
6/9/2019,Obstruction,Thornton Creek,N/A,6/9/2019,6/9/2019,3,0,0,0,,,,,"",""
6/10/2019,Obstruction,Salmon Bay Natural Area,n/a,6/10/2019,6/10/2019,0,2,0,0,,,,,"",""
6/11/2019,Obstruction,10th & Dearborn,n/a,6/11/2019,6/11/2019,1,0,0,0,,,,,"",""
6/11/2019,Obstruction,4th & Yesler way,n/a,6/11/2019,6/11/2019,1,0,0,0,,,,,"",""
6/11/2019,Obstruction,Charles Stoke Overlook,n/a,6/11/2019,6/11/2019,3,1,0,0,,,,,"",""
6/12/2019,Obstruction,Harrison St from Queen Anne Ave N to 1st Ave W,"",6/12/2019,6/12/2019,3,0,0,0,,,,,"",""
6/12/2019,Litter Pick,NW 47th St & 8th Ave NW,"",6/12/2019,6/12/2019,0,0,0,0,,,,,47°39'46.4,122°21'58.1
6/12/2019,Hazard,Occidental Ave S from S Walker St to S Stacey St,"",6/12/2019,6/12/2019,1,0,0,0,,,,,"",""
6/13/2019,Obstruction,8th Ave NW & NW 50th St,6/13/2019,6/13/2019,6/13/2019,0,1,0,0,,,,,47°39'54.4,122°21'58.0
6/13/2019,Obstruction,Alaskan Way S from S King St to S Dearbron St,"",6/13/2019,6/13/2019,1,1,0,0,,,,,"",""
6/13/2019,Litter Pick,N 130th Exit,"",6/13/2019,6/13/2019,0,0,0,0,,,,,47°43'22.0,122°19'25.6
6/13/2019,Litter Pick,NW Market St & 26th Ave NW,"",6/13/2019,6/13/2019,0,0,0,0,,,,,47°40'07.0,122°23'23.6
6/14/2019,Obstruction,10th & Dearborn,n/a,6/14/2019,6/14/2019,1,0,3,0,,,,,"",""
6/14/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,6/14/2019,6/14/2019,0,1,7,0,,,,,"",""
6/14/2019,Obstruction,5400 Shilshoe Ave NW,n/a,6/14/2019,6/14/2019,0,0,1,0,,,,,"",""
6/14/2019,Obstruction,Kinnear Park -  899 W Olympic Pl,n/a,6/14/2019,6/14/2019,2,0,0,0,,,,,"",""
6/14/2019,72-Hour Clean,Queen Anne GB West,6/14/2019,6/19/2019,6/21/2019,14,5,0,0,10,2,0,0,"",""
6/15/2019,Obstruction,Alaska Way & Marion St,6/15/2019,6/15/2019,6/15/2019,2,1,2,0,,,,,47°36'11.8,122°20'14.4
6/15/2019,Obstruction,Freeway Park,"",6/15/2019,6/15/2019,,,,,,,,,"",""
6/15/2019,Obstruction,Mary Ave NW & 8300 block,6/15/2019,6/15/2019,6/15/2019,1,0,0,0,,,,,47°41'22.6,122°22'31.8
6/15/2019,Litter Pick,Shilshole Ave NW & NW 24th Ave,"",6/15/2019,6/15/2019,0,0,0,0,,,,,47°40'05.7,122°23'15.2
6/16/2019,Obstruction,10th & Dearborn,n/a,6/16/2019,6/16/2019,0,0,3,0,,,,,"",""
6/16/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,6/16/2019,6/16/2019,0,0,6,0,,,,,"",""
6/16/2019,Obstruction,4th & Yesler Way,n/a,6/16/2019,6/16/2019,2,0,6,0,,,,,"",""
6/16/2019,Obstruction,Ballard Commons,n/a,6/16/2019,6/16/2019,0,0,3,0,,,,,"",""
6/16/2019,Obstruction,Freeway Park,n/a,6/16/2019,6/16/2019,1,0,3,0,,,,,"",""
6/16/2019,Obstruction,MLK Park,n/a,6/16/2019,6/16/2019,1,1,0,0,,,,,"",""
6/16/2019,Obstruction,Woodland Park,n/a,6/16/2019,6/16/2019,0,0,2,0,,,,,"",""
6/17/2019,Obstruction,E Pine St from 17th Ave to 18th Ave,"",6/17/2019,6/17/2019,1,0,0,0,,,,,"",""
6/17/2019,Hazard,Occidental Ave S from S Walker St to S Stacey St,"",6/17/2019,6/17/2019,1,0,0,0,,,,,"",""
6/18/2019,Litter Pick,2nd & Ext & S Washington St,"",6/18/2019,6/18/2019,0,0,0,0,,,,,47°35'48.2,122°19'01.2
6/18/2019,Litter Pick,4th Ave under Yesler Way,"",6/18/2019,6/18/2019,0,0,0,0,,,,,47°36'01.9,122°19'51.9
6/18/2019,Litter Pick,Alaska Way & Marion St,"",6/18/2019,6/18/2019,0,0,0,0,,,,,47°36'06.7,122°19'45.0
6/18/2019,Litter Pick,Elliot Bike Trail,"",6/18/2019,6/18/2019,0,0,0,0,,,,,47°36'11.8,122°20'14.4
6/18/2019,Obstruction,Navigation Stairs between 12th Ave S & 13th Ave S,6/13/2019,6/18/2019,6/18/2019,0,2,0,0,,,,,"",""
6/18/2019,Clean - No Campers,NW 57th & 2000 block,"","","",0,0,0,0,,,,,"",""
6/18/2019,Obstruction,NW 85th St. & Mary Ave NW,"",6/18/2019,6/18/2019,1,0,0,0,,,,,47°40'12.4,122°23'04.9
6/18/2019,72-Hour Clean,WSDOT Peninsula,6/18/2019,6/24/2019,6/24/2019,2,1,0,0,1,1,0,0,"",""
6/19/2019,Litter Pick,50th Ave N on ramp,"",6/19/2019,6/19/2019,0,0,0,0,,,,,47°35'28.7,122°20'13.6
6/19/2019,Litter Pick,S Dearborn St & 10th Ave S,"",6/19/2019,6/19/2019,0,0,0,0,,,,,47°39'53.2,122°19'15.4
6/20/2019,Litter Pick,Duwamish Waterway Park,"",6/20/2019,6/20/2019,0,0,0,0,,,,,47°37'03.7,122°20'17.3
6/20/2019,Obstruction,Me-Kwa-Mooks Park,n/a,6/20/2019,6/20/2019,1,0,0,0,,,,,47°35'43.9,122°19'09.0
6/20/2019,Obstruction,Morgan Junction,n/a,6/20/2019,6/20/2019,1,0,0,0,,,,,"",""
6/20/2019,Obstruction,S Dearborn St & 12th Ave S under Jose Rizal bridge,6/20/2019,6/20/2019,6/20/2019,1,0,0,0,,,,,"",""
6/20/2019,Obstruction,Westlake Ave & 9th Ave,6/20/2019,6/20/2019,6/20/2019,0,0,0,0,,,,,47°35'45.3,122°19'02.6
6/21/2019,Litter Pick,2nd & Ext & S Washington St,"",6/21/2019,6/21/2019,0,0,0,0,,,,,47°36'15.0,122°20'17.1
6/21/2019,Obstruction,5th Ave S & S Michigan St,6/21/2019,6/21/2019,6/21/2019,0,0,0,0,,,,,47°31'52.5,122°19'11.0
6/21/2019,Obstruction,Alaska Way & Madison St,6/21/2019,6/21/2019,6/21/2019,0,1,0,0,,,,,47°32'46.9,122°19'42.5
6/21/2019,Litter Pick,Alaska Way & Marion St,"",6/21/2019,6/21/2019,0,0,0,0,,,,,47°36'01.9,122°19'51.9
6/21/2019,72-Hour Clean,I-5 72nd to 85th NB,6/22/2019,6/27/2019,6/27/2019,8,1,0,0,4,1,0,0,47°36'11.8,122°20'14.4
6/22/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,6/22/2019,6/22/2019,0,0,3,0,,,,,"",""
6/22/2019,Obstruction,4th & Yesler Way,n/a,6/22/2019,6/22/2019,0,1,4,0,,,,,"",""
6/22/2019,Obstruction,50th Ave NW & 17th Ave NW,6/22/2019,6/22/2019,6/22/2019,2,0,0,0,,,,,"",""
6/22/2019,Obstruction,7th Ave & Seneca St,n/a,6/22/2019,6/22/2019,0,0,3,0,,,,,47°40'54.8,122°19'11.2
6/22/2019,Obstruction,Ballard Commons,n/a,6/22/2019,6/22/2019,2,0,3,0,,,,,"",""
6/22/2019,Obstruction,Cheasty Greenbelt,n/a,6/24/2019,6/25/2019,4,5,0,0,,,,,"",""
6/22/2019,Obstruction,Woodland Park,n/a,6/22/2019,6/22/2019,0,0,2,0,,,,,"",""
6/23/2019,Obstruction,10th & Dearborn,n/a,6/23/2019,6/23/2019,0,0,1,0,,,,,"",""
6/23/2019,Obstruction,4th & Yesler Way,n/a,6/23/2019,6/23/2019,2,0,3,0,,,,,"",""
6/23/2019,Litter Pick,4th Ave S & S Royal Brougham (Emphasis Zone),"",6/23/2019,6/23/2019,1,0,0,0,,,,,47°39'54.1,122°22'43.8
6/23/2019,Obstruction,5th Ave N & Harrison St (parking lot),n/a,6/23/2019,6/23/2019,1,0,0,0,,,,,"",""
6/23/2019,Obstruction,Gas Works Park,n/a,6/23/2019,6/23/2019,0,0,1,0,,,,,"",""
6/23/2019,Obstruction,Ravenna Woods,n/a,6/23/2019,6/23/2019,0,1,0,0,,,,,"",""
6/23/2019,Obstruction,Woodland Park,n/a,6/16/2019,6/16/2019,0,0,2,0,,,,,"",""
6/25/2019,Litter Pick,2nd & Ext & S Washington St,"",6/25/2019,6/25/2019,0,0,0,0,,,,,47°35'48.2,122°19'01.2
6/25/2019,Obstruction,39th AVE NW & Burke-Gilman Trail,"",6/25/2019,6/25/2019,1,1,0,0,,,,,"",""
6/25/2019,Inspection,3rd Ave S. & S. Walker,"","","",10,2,0,0,,,,,47°35'43.8,122°19'05.4
6/25/2019,Litter Pick,4th AVe S & Yesler Way,"",6/25/2019,6/25/2019,0,0,0,0,,,,,47°36'01.9,122°19'51.9
6/25/2019,72-Hour Clean,Hillside west of Sound Transit Yard at S Dearborn St & 12th Ave S,6/25/2019,6/29/2019,6/29/2019,3,0,0,0,0,0,0,0,47°36'06.7,122°19'45.0
6/25/2019,Obstruction,Navigation Stairs from 12th Ave S to 13th Ave S,6/25/2019,6/25/2019,6/25/2019,1,0,0,0,,,,,"",""
6/26/2019,Litter Pick,14th Ave NW boat ramp,"",6/26/2019,6/26/2019,0,0,0,0,,,,,"",""
6/26/2019,Litter Pick,2nd & Ext & S Washington St,"",6/26/2019,6/26/2019,0,0,0,0,,,,,47°36'06.7,122°19'45.0
6/26/2019,Obstruction,3rd Ave S from S Lander to S Royal Brougham St,6/26/2019,6/26/2019,6/26/2019,3,3,0,6,,,,,47°36'01.9,122°19'51.9
6/26/2019,Litter Pick,4th Ave under Yesler Way,"",6/26/2019,6/26/2019,0,0,0,0,,,,,47°36'11.8,122°20'14.4
6/26/2019,Hazard,Airport Way S between S Royal Broughham Way & S Atlantic St,"",6/26/2019,6/26/2019,1,1,0,0,,,,,"",""
6/26/2019,Obstruction,Alaska Way & Marion St,6/26/2019,6/26/2019,6/26/2019,1,0,0,0,,,,,"",""
6/26/2019,Hazard,Shilshole Ave NW between 24th Ave NW & 22nd Ave NW,"",6/26/2019,6/26/2019,1,0,0,0,,,,,"",""
6/26/2019,Obstruction,Thornton Creek North Fork (Home Wood),n/a,6/26/2019,6/26/2019,1,0,0,0,,,,,"",""
6/27/2019,Obstruction,11th Ave NW & NW Ballard Way,"",6/27/2019,6/27/2019,1,0,0,0,,,,,"",""
6/27/2019,Obstruction,Alaskan Way S & S Main St.,"",6/27/2019,6/27/2019,1,0,0,0,,,,,"",""
6/27/2019,Obstruction,NE 42nd St & 5th Ave NE,"",6/27/2019,6/27/2019,0,1,0,0,,,,,"",""
6/27/2019,Obstruction,S Harney St between Corson Ave S & 12th Ave S,"",6/27/2019,6/27/2019,3,3,0,0,,,,,"",""
6/28/2019,Litter Pick,12th Ave S & S Harney St,"",6/28/2019,6/28/2019,0,0,0,0,,,,,47°34'40.2,122°19'18.4
6/28/2019,Obstruction,Airport Way S & S Forest St,6/28/2019,6/28/2019,6/28/2019,1,0,0,0,,,,,47°34'19.0,122°19'25.1
6/28/2019,Litter Pick,Airport Way S & S Lucile St,"",6/28/2019,6/28/2019,0,0,0,0,,,,,47°32'55.1,122°19'02.8
6/28/2019,Obstruction,Airport Way S & S Spokane St under pass,6/28/2019,6/28/2019,6/28/2019,2,0,0,0,,,,,"",""
6/28/2019,Litter Pick,Alaska Way & Marion St,"",6/28/2019,6/28/2019,0,0,0,0,,,,,47°33'07.2,122°19'10.4
6/28/2019,Litter Pick,Harborview Emphasis Zone,"",6/28/2019,6/28/2019,0,0,0,0,,,,,47°36'11.8,122°20'14.4
6/29/2019,Litter Pick,2nd & Ext & S Washington St,"",6/29/2019,6/29/2019,0,0,0,0,,,,,"",""
6/29/2019,Litter Pick,4th Ave S & under Yelser Way,"",6/29/2019,6/29/2019,0,0,0,0,,,,,47°35'43.9,122°19'09.0
6/29/2019,Litter Pick,Alaska Way & Marion St,"",6/29/2019,6/29/2019,0,0,0,0,,,,,47°36'06.7,122°19'45.0
6/29/2019,Obstruction,Amy Yee Tennis Center,n/a,6/29/2019,6/29/2019,2,0,0,0,,,,,"",""
6/29/2019,Obstruction,Ballard Commons,n/a,6/29/2019,6/29/2019,1,1,3,0,,,,,"",""
6/29/2019,Obstruction,Gilman Playground,n/a,6/29/2019,6/29/2019,1,0,1,0,,,,,"",""
6/29/2019,Obstruction,Ravenna Park,n/a,6/29/2019,6/29/2019,0,3,1,0,,,,,"",""
6/29/2019,Litter Pick,S Dearborn St & 10th Ave S,"",6/29/2019,6/29/2019,0,0,0,0,,,,,47°36'01.9,122°19'51.9
6/29/2019,Obstruction,Woodland Park,n/a,6/29/2019,6/29/2019,1,0,1,0,,,,,47°36'06.6,122°19'27.1
6/30/2019,Obstruction,2nd & S Washington,N/A,6/30/2019,6/30/2019,0,0,2,0,,,,,"",""
6/30/2019,Obstruction,4th Ave & Yesler Way,N/A,6/30/2019,6/30/2019,0,1,0,0,,,,,"",""
6/30/2019,Obstruction,6th 7th Cherry & James,N/A,6/30/2019,6/30/2019,1,0,0,0,,,,,"",""
6/30/2019,Litter Pick,6th Ave & Yesler Way,"",6/30/2019,6/30/2019,18,0,0,0,,,,,47°36'11.8,122°20'14.4
6/30/2019,Obstruction,Alaska Way from marion to pike,N/A,6/30/2019,6/30/2019,2,0,0,0,,,,,"",""
6/30/2019,Obstruction,Julia Lee Park,N/A,6/30/2019,6/30/2019,0,0,0,0,,,,,"",""
6/30/2019,Obstruction,Nav Stairs,N/A,6/30/2019,6/30/2019,1,0,0,0,,,,,"",""
7/1/2019,Obstruction,Cheasty Greenspace,n/a,7/1/2019,7/1/2019,1,0,0,0,,,,,"",""
7/1/2019,Litter Pick,Elliott Bike Trail,"",7/1/2019,7/1/2019,,,,,,,,,"",""
7/2/2019,Litter Pick,1st Ave N & Mercer St.,"",7/2/2019,7/2/2019,,,,,,,,,47°37'28.4,122°21'19.9
7/2/2019,Litter Pick,2nd Ave Ext & S Washington St,"",7/2/2019,7/2/2019,,,,,,,,,47°36'01.9,122°19'51.9
7/2/2019,Litter Pick,4th Ave S & under Yelser Way,"",7/2/2019,7/2/2019,,,,,,,,,47°36'06.7,122°19'45.0
7/2/2019,Litter Pick,Alaska Way & Marion St,"",7/2/2019,7/2/2019,,,,,,,,,47°36'11.8,122°20'14.4
7/2/2019,Clean - No Campers,Licton Spring Park,"","","",0,0,0,0,,,,,47°41'55.5,122°20'22.5
7/2/2019,Inspection,S Cloverdale St & 7th Ave S,"","","",3,0,0,0,,,,,47°31'36.2,122°19'31.1
7/2/2019,Inspection,SW Webster St & Delridge Way,"","","",0,3,0,0,,,,,47°32'07.4,122°21'40.0
7/3/2019,Litter Pick,11th Ave NE & NE 45th St,"",7/3/2019,7/3/2019,,,,,,,,,47°39'40.7,122°18'59.0
7/3/2019,Obstruction,15th Ave W and W Garfield St,"",7/3/2019,7/3/2019,0,0,0,0,,,,,47°34'33.4,122°17'47.8
7/3/2019,72-Hour Clean,6th Ave S & Yesler Way,7/3/2019,7/8/2019,7/8/2019,26,0,0,0,9,0,0,0,47.60184,122.32637
7/3/2019,Obstruction,Little Brook Natural Area,n/a,7/3/2019,7/3/2019,3,0,0,0,,,,,"",""
7/3/2019,Obstruction,Meridian Playground,n/a,7/3/2019,7/3/2019,0,0,3,0,,,,,"",""
7/3/2019,Obstruction,Myers Way,N/A,7/3/2019,7/3/2019,2,0,0,1,,,,,"",""
7/3/2019,Obstruction,Rainier Ave S & MlK Jr St under walking bridge,7/3/2019,7/3/2019,7/3/2019,0,1,0,0,,,,,47°34'33.4,122°17'47.8
7/3/2019,Litter Pick,Shilshole Ave NW & 14th Ave NW,"",7/3/2019,7/3/2019,,,,,,,,,47°39'39.4,122°22'25.0
7/5/2019,Litter Pick,2nd Ave Ext & S Washington St,"",7/5/2019,7/5/2019,,,,,,,,,47°36'01.9,122°19'51.9
7/5/2019,Litter Pick,4th Ave S & under Yelser Way,"",7/5/2019,7/5/2019,,,,,,,,,47°36'06.7,122°19'45.0
